id,text,label
1340,"Этот фильм рассказывает историю молодого человека по имени Майкл, который переживает кризис среднего возраста. Он чувствует себя потерянным и неудовлетворенным жизнью. Чтобы разобраться в своих чувствах, он решает отправиться в кругосветное путешествие. Во время своего путешествия он встречается с разными людьми из разных стран мира, каждый из которых дает ему свой уникальный опыт. Постепенно он начинает понимать, что счастье заключается не только во внешних достижениях, но и внутри нас самих. Фильм Майкл — это глубокая драма о поиске смысла жизни и самореализации.",1
1341,"Это история о группе молодых людей, которые отправляются в путешествие по миру будущего. Они сталкиваются с различными опасностями и неожиданными поворотами событий, но их единственная цель - найти ответы на вопросы, которые мучают их уже много лет. Фильм наполнен приключениями, загадками и неожиданными открытиями, которые заставляют зрителей задуматься о том, что ждет человечество в будущем.",1
1342,"Москва, 1924 год. В результате одного из сложнейших опытов профессор Филипп Филиппович Преображенский делает потрясающее открытие: после пересадки гипофиза человека пёс Шарик начинает приобретать человеческие черты. Сенсационная новость мгновенно разлетается по Москве и приносит мировому светилу очередную порцию признания. Однако радость оказывается недолгой: вопрос, что из Шарика — то есть гражданина Шарикова — может получиться «высокая психическая личность», очень быстро становится под сомнение.",0
1343,"История начинается с того, что главный герой попадает в аварию и оказывается в коме. Его семья и друзья верят в то, что он скоро проснется, однако проходят годы, а он так и остается без сознания. Они решают использовать последние технологии и научиться общаться с ним через компьютерную систему. С помощью этой системы они узнают о тайнах прошлого героя и пытаются разгадать их. Этот фильм заставит вас задуматься о важности семьи и друзей в нашей жизни, а также о ценности времени.",1
1344,Триллер про тайны и убийства в старом особняке,1
1345,"Новый Год — это комедийная мелодрама о любви и дружбе, которая происходит в канун Нового года. Главные герои — три друга, каждый со своими проблемами и заботами. Они решают провести новогоднюю ночь вместе, но неожиданно сталкиваются с препятствиями, которые могут разрушить их планы. Однако благодаря своей дружбе они преодолевают трудности и находят новые пути решения проблем. Фильм полон юмористических моментов и трогательных сцен, которые заставят зрителей смеяться и плакать одновременно.",1
1346,"Граф Дракула для себя и своей любимой дочки построил хорошо укрытый от посторонних глаз отель, куда монстры со всего света приезжают отдохнуть от семейных забот, повседневной суеты и, конечно… людей. Но вездесущие американские туристы проникают и сюда.",0
1347,"Юная Грейс, сбежав от банды гангстеров, находит спасение в маленьком городке Догвилль где-то в Скалистых горах. Местные жители – один прекраснее другого – готовы ее укрыть. А взамен им совсем ничего не надо, ну, разве что помочь по дому или присмотреть за детьми. Но постепенно милый Догвилль превращается для девушки в тюрьму.",0
1348,"Этот фильм погрузит вас в атмосферу приключений и тайн. Главные герои обнаруживают древнюю книгу, которая открывает им доступ к секретам прошлого. Вместе они пытаются разгадать загадки этой книги и предотвратить катастрофу мирового масштаба.",1
1349,"Главный герой этого фильма — молодой человек, которого бросила девушка после того, как узнала о его тайне. Она была уверена, что у него есть другая женщина, поэтому решила расстаться с ним навсегда. Герой очень расстроен этим событием и решает найти эту женщину, чтобы рассказать ей правду. Он начинает свое исследование и обнаруживает, что эта загадочная дама живет далеко от города, куда он приехал. Наш герой решается отправиться туда и узнать ее историю. По пути он встретит много интересных людей и переживет множество приключений. Фильм покажет нам, насколько важно иногда слушать свою интуицию и следовать за своими чувствами.",1
1350,"Попавшегося полиции странного мужчину в инвалидной коляске, у которого в фургоне обнаружили стаю разнопородных собак, а в месте его проживания — несколько трупов, допрашивает психиатр-криминалист. Тот охотно рассказывает о своём трудном детстве: как жестокий отец посадил его в клетку к псам, из-за чего у мальчика развилась с животными невероятная эмоциональная связь — теперь собаки в точности выполняют все его приказы.",0
1351,"Затерянный город — это историческая драма, которая рассказывает историю группы археологов, отправившихся на поиск легендарного города Эльдорадо. Они проходят через многие испытания и опасности, включая столкновения с местным населением и разгадывание древних тайн. Но самое главное испытание ждет их внутри самого города, когда они обнаруживают нечто, что может изменить весь ход истории человечества. Это эпическое приключение покажет вам красоту природы и силу человеческого духа.",1
1352,"Главный герой, которого зовут Марк, переживает трудный период своей жизни. Его брак распадается, а работа становится невыносимой. Чтобы справиться со стрессом, Марк решается на отчаянное решение — отправиться в кругосветку без определенной цели или маршрута. Во время своего путешествия он встречает множество людей, каждый из которых делится своим опытом и помогает ему понять самого себя. Это путешествие станет поворотным моментом в его жизни.",1
1353,"Это история о дружбе и самопожертвовании. Главным героем является мальчик по имени Питер, который живет вместе со своей семьей в небольшом городке. У него есть лучший друг Джек, но однажды они попадают в разные миры. Теперь им предстоит пройти через множество испытаний, чтобы вернуться домой. Фильм наполнен приключениями, драмой и моментами настоящей дружбы, которые заставят вас задуматься о ценности человеческой жизни.",1
1354,"Мотокаскадер Люк Глэнтон совершает турне из одной провинции в другую, показывая свои каскадерские навыки и зарабатывая этим на жизнь. По окончании одного из своих выступлений он встречает свою бывшую девушку - Ромину, вскоре узнав, что у нее от него годовалый сын - Джейсон. Решив обеспечивать сына он бросает свою работу каскадера, однако Ромина против того, чтобы Люк был в жизни ее сына, поскольку она сама вовлечена в отношения с Кофи. Тем не менее, Люк остается в городе и устраивается на работу к механику Робину, но вскоре понимает, что заработанных денег не хватает для обеспечения семьи. Робин предлагает ему ограбить банк...",0
1355,"Действие происходит в недалеком будущем, где мир находится под угрозой глобального экологического кризиса. Группа исследователей отправляется в экспедицию в Антарктику, чтобы изучить неизвестные формы жизни, скрытые подо льдом. Они обнаруживают таинственный объект, который содержит в себе древние технологии и информацию об исчезнувшей цивилизации. Вместе им предстоит разгадать тайны прошлого и спасти планету от надвигающейся катастрофы. Фильм сочетает научную фантастику и элементы приключенческого жанра, создавая захватывающую атмосферу.",1
1356,"Фильм рассказывает о жизни обычной семьи из пяти человек, которые живут своей жизнью без особых забот. Однако их спокойствие нарушается после того, как они обнаруживают загадочный артефакт, который открывает им дверь в другой мир. Там они сталкиваются со злом, которое угрожает уничтожить все человечество. Они должны объединиться и сражаться вместе, чтобы защитить свой дом и своих близких.",1
1357,"Аша загадывает настолько сильное желание, что на него отвечает космическая сила — маленький шарик безграничной энергии по имени Звезда. Вместе они противостоят самому грозному правителю Росаса, королю Магнифико.",0
1358,"Когда-то Кассандра училась в университете и подавала большие надежды, но теперь живёт с родителями и работает в кофейне. Девушка скрывает от близких, что по вечерам посещает бары и другие увеселительные заведения, где, притворяясь сильно пьяной, ведёт охоту на падких до беззащитных женщин мужчин. Вымещая злость на противоположном поле, таким образом Кассандра мстит за события студенческих лет.",0
1359,"История о двух братьях, которые выросли вместе и всегда были близки. Но после смерти их отца, они начинают отдаляться друг от друга. Один из них становится успешным бизнесменом, а другой — безработным неудачником. Они встречаются спустя много лет и понимают, что их отношения изменились. В ходе их путешествия они должны преодолеть свои обиды и восстановить связь, чтобы снова стать настоящей семьей. Этот фильм показывает, как важно сохранять близкие отношения с родными людьми и как они могут помочь преодолеть любые трудности.",1
1360,"Представляем вашему вниманию драму, которая заставит задуматься о смысле жизни и важности каждого момента. В этом фильме вы встретитесь с героями, которые сталкиваются со сложными выборами и пытаются найти свое место в мире. Их истории будут трогать ваше сердце и заставлять задуматься о том, насколько ценна каждая секунда нашей жизни.",1
1361,"Тайна времени — это фантастический триллер, где время становится главным героем. Группа ученых разрабатывает машину времени, которая может переносить людей в прошлое или будущее. Но когда эксперимент выходит из-под контроля, машина начинает разрушать пространство-время вокруг себя. Теперь герои должны остановить ее до того, как она уничтожит вселенную. Фильм полон интриги, загадок и напряжения, заставляя зрителя задуматься над природой времени и его влиянием на нашу жизнь.",1
1362,"Это захватывающая драма о двух братьях-близнецах, чья судьба разошлась еще до их рождения. Один из них стал успешным бизнесменом, а другой — бесстрашным авантюристом. Когда старший брат умирает неожиданно, младший начинает расследование, которое приводит его к шокирующему открытию: оба были жертвами обмана и лжи. Он решает изменить свою судьбу и вернуть себе утраченное прошлое.",1
1363,"Этот фильм рассказывает историю о силе духа и вере в себя. Главный герой, Джек Уайли, оказался в сложной ситуации из-за своих финансовых проблем. Он теряет работу, дом и даже близких людей начинают отворачиваться от него. Но вместо того, чтобы сдаться, Джек начинает искать новые возможности и открывает свой собственный бизнес. Благодаря своему упорству и решимости он достигает успеха и становится успешным предпринимателем. Фильм показывает, что вера в себя может привести к невероятному успеху, если использовать свои таланты и способности правильно.",1
1364,"Главный герой — бывший полицейский, который ушел из профессии после трагического инцидента. Теперь он ведет спокойную жизнь в маленьком городе, работая охранником в магазине. Однако однажды ему приходится вернуться к работе, чтобы помочь своему другу, владельцу магазина, расследовать серию краж. В процессе расследования главный герой обнаруживает связь между этими преступлениями и своим прошлым. Этот фильм — увлекательное сочетание детектива и драмы, которое заставит вас задуматься о том, как наше прошлое может влиять на нашу настоящую жизнь.",1
1365,"Успешный адвокат приезжает в родной город на похороны матери и узнаёт, что его отца, городского судью, подозревают в убийстве. Мужчина решает задержаться, чтобы выяснить правду, и постепенно лучше узнаёт родственников, с которыми давно не общался.",0
1366,"Эксцентричная комедия про двух друзей-неудачников, которые решают изменить свою жизнь, открыв собственный бизнес. Однако их планы рушатся из-за непреодолимых препятствий и забавных ситуаций, происходящих вокруг них. Но они никогда не сдаются и продолжают бороться за свой успех, несмотря ни на что.",1
1367,"Инженер-изобретатель Тимофеев сконструировал машину времени, которая соединила его квартиру с далёким шестнадцатым веком — точнее, с палатами государя Ивана Грозного. Туда-то и попадают тёзка царя пенсионер-общественник Иван Васильевич Бунша и квартирный вор Жорж Милославский, а сам великий государь оказывается в квартире Тимофеева.",0
1368,"Космос без границ — это научно-фантастический фильм, который погружает зрителя в мир неизведанных тайн Вселенной. Группа ученых отправляется в экспедицию за пределы нашей Солнечной системы, чтобы раскрыть секреты других галактик. Они обнаруживают неизвестные формы жизни и сталкиваются с опасными существами, которые угрожают их безопасности. Но вместе с тем, герои открывают невероятную красоту космоса и узнают много нового о себе самих. Этот фильм заставит вас задуматься о том, насколько велика наша Вселенная и какие еще тайны она хранит.",1
1369,"Начало 2000-х годов. Во время поездки за город с коллегами немолодой университетский преподаватель Чэнь подбирает на дороге грязного и испуганного щенка. Никто не соглашается взять пёсика себе, поэтому мужчине приходится втихаря принести его домой, хотя супруга терпеть не может собак. Пообещав, что найдёт щенку новый дом, Чэнь тем не менее отказывает всем претендентам — так пёс получает кличку Хатико и становится новым членом семьи.",0
1370,"Тайна Красной Розы - это захватывающий детектив, действие которого происходит в Лондоне XIX века. Главный герой - инспектор полиции Джек Риверс, расследует серию загадочных убийств, связанных с красной розой. Вместе со своим помощником они пытаются раскрыть тайну этого символа и найти виновного. По мере продвижения расследования, герои погружаются в мир тайн и интриг, где каждый персонаж имеет свой секрет. Фильм полон неожиданных поворотов событий, сложных моральных дилемм и глубокого психологизма персонажей.",1
1371,"Фильм повествует об истории любви между молодым человеком по имени Джейсон и девушкой по имени Сара. Они встречаются случайно во время прогулки по городу и сразу же привлекают внимание друг друга. Их роман развивается быстро и становится очень сильным. Но однажды Джейсону приходится покинуть город из-за работы. Вернется ли он когда-нибудь? И если да, то какие последствия это будет иметь для них обоих? Этот фильм исследует тему потери и воссоединения, показывая, насколько важна сила настоящей любви даже в самых сложных обстоятельствах.",1
1372,"Кобб – талантливый вор, лучший из лучших в опасном искусстве извлечения: он крадет ценные секреты из глубин подсознания во время сна, когда человеческий разум наиболее уязвим. Редкие способности Кобба сделали его ценным игроком в привычном к предательству мире промышленного шпионажа, но они же превратили его в извечного беглеца и лишили всего, что он когда-либо любил.",0
1373,"Смелый, захватывающий фильм о борьбе добра со злом. Герои борются против темных сил, используя магию и свою волю. Они должны спасти мир от разрушения и вернуть гармонию в жизнь людей.",1
1374,"Эмма романтична, остра на язык и хочет изменить мир к лучшему. Декстер — плейбой, баловень судьбы и хочет, чтобы мир принадлежал ему. Впервые они встретились на выпускном в колледже и провели вместе только один день. А потом пришла ночь, и они решили остаться друзьями.",0
1375,"Исчезновение Земли — это эпическая драма, рассказывающая историю человечества перед лицом катастрофы. Земля оказывается на грани исчезновения из-за глобального экологического кризиса. Группа ученых и активистов объединяется, чтобы спасти нашу планету. Они разрабатывают инновационные технологии и создают уникальные решения проблем окружающей среды. Однако, несмотря на их усилия, ситуация становится критической. Фильм поднимает важные вопросы экологии и ответственности человека перед природой, предлагая зрителям задуматься о будущем нашего мира.",1
1376,"Главный герой этого фильма — успешный бизнесмен по имени Джек. Его жизнь идет своим чередом: работа занимает большую часть времени, а свободные минуты посвящаются семье и друзьям. Однажды его мир переворачивается вверх дном, когда он получает письмо от незнакомца, которое меняет всю его жизнь навсегда. Теперь перед ним стоит выбор: следовать своей интуиции или остаться верным привычному образу жизни. Что бы выбрал ты?",1
1377,"Когда бывший коллега Джона решает взять под свой контроль таинственную гильдию убийц, Уик вынужден выйти из отставки. Ведомый кровавой клятвой Джон отправляется в Рим, где ему придется сразиться с одними из самых опасных киллеров в мире.",0
1378,"События фильма происходят в будущем, где бокс запрещен за негуманностью и заменен боями 2000-фунтовых роботов, управляемых людьми. Бывший боксер, а теперь промоутер, переметнувшийся в Робобокс, решает, что наконец нашел своего чемпиона, когда ему попадается выбракованный, но очень способный робот. Одновременно на жизненном пути героя возникает 11-летний парень, оказывающийся его сыном. И по мере того, как машина пробивает свой путь к вершине, обретшие друг друга отец и сын учатся дружить.",0
1379,"Это захватывающая драма о любви и предательстве, которая погружает зрителей в мир роскошных особняков и дорогих автомобилей. Главный герой, молодой и амбициозный миллионер, становится жертвой интриги своей бывшей возлюбленной, которую он когда-то бросил ради карьеры. Она использует все свое обаяние и хитрость, чтобы вернуть его обратно под свой контроль. Но наш герой оказывается не так прост и начинает свою собственную игру, полную обмана и страсти. Фильм заставляет нас задаваться вопросом о том, что важнее – любовь или деньги?",1
1380,"Молодой и талантливый музыкант Джейк мечтает прославиться и стать звездой мировой величины. Он переезжает в большой город, где начинает работать над созданием собственной группы. Постепенно он собирает команду единомышленников, готовых идти до конца ради достижения общей цели. Однако, их успех вызывает зависть у местных авторитетов криминального мира, которые хотят использовать талант Джейка в своих целях. Теперь ему предстоит сделать выбор между карьерой и безопасностью близких людей. Сможете ли Вы помочь Джейку справиться с трудностями и достичь успеха? Узнайте это посмотрев этот фильм!",1
1381,"В этом фильме главный герой — одинокий путешественник, который стремится познать мир и самого себя. Его путь проходит через различные страны и континенты, где он встречается с удивительными людьми и переживает незабываемые моменты. Но самое главное открытие ждет его внутри него самого — это понимание того, кто он есть и чего хочет от жизни. Фильм наполнен эмоциями, красотой природы и мудростью человеческих отношений.",1
1382,"В фильме Тайна Земли мы погружаемся в мир загадок и тайн нашей планеты. Группа ученых обнаруживает необычные явления, связанные с землей, такие как странные звуки из глубины океана или необъяснимые исчезновения людей. Вместе они пытаются разгадать эти тайны и раскрыть их причину. Фильм полон интриги, научных открытий и неожиданных поворотов событий.",1
1383,"Когда Дэвис узнал, что его жена умерла, он захотел купить шоколадные конфеты в торговом автомате, но пачка застряла. Пытаясь выяснить, почему он ничего не чувствует по поводу смерти жены, Дэвис начинает писать длинные письма в обслуживающую торговые автоматы фирму. А в письмах он рассказывает о себе и об отношениях с погибшей женой. Вскоре ему отвечает Карен, менеджер компании. Попутно Дэвис понимает, что ему совершенно необходимо разобрать холодильник, разломать кабинку туалета, рабочий компьютер и разрушить собственный дом.",0
1384,"В этом фильме вы увидите историю любви, которая началась еще в детстве. Главные герои были неразлучны со школьной скамьи, пока судьба их не разлучила. Но они всегда знали, что однажды встретятся снова и будут вместе навсегда.",1
1385,"Это фильм о том, как любовь может изменить жизнь человека. Главный герой — обычный парень, который встречает девушку своей мечты. Но их счастье оказывается под угрозой из-за предательства близких людей. Фильм показывает, насколько важно сохранять верность своим принципам и бороться за то, во что веришь.",1
1386,"Неудержимый скалолаз и любитель спрятанных в каньонах пещер в очередной раз в одиночестве едет в горы и оказывается в смертельной ловушке. 127 часов без еды, без питья и практически без надежды выжить. Тут-то и проявляется сила характера…",0
1387,"Эксцентричная комедия про двух друзей-неудачников, которые решают изменить свою жизнь, открыв собственный бизнес. Однако их планы рушатся из-за непреодолимых препятствий и забавных ситуаций, происходящих вокруг них. Но они никогда не сдаются и продолжают бороться за свой успех, несмотря ни на что.",1
1388,"Джесси Пинкман сбежал от неонацистов. Не зная, куда ему податься, он скрывается от полиции, похитителей и прошлого. Теперь он должен понять, как ему жить дальше.",0
1389,"Этот фильм о том, как важно оставаться верным себе в любых обстоятельствах. Главный герой сталкивается со множеством трудностей, но благодаря своей силе воли и вере в себя он преодолевает все преграды и достигает успеха.",1
1390,"Игроки соревнуются, чтобы получить Суперпояс. Кто будет им обладать, станет правителем мира. Лонки, Лиу и Попо решили стать одной командой, чтобы выполнить задание. Но Лонки — великий обманщик, и у него свои коварные планы.",0
1391,"Фильм Джек - это трогательная история о поиске своего места в жизни. Главного героя зовут Джек, и он проходит через множество испытаний. Ему приходится столкнуться с уходом девушки, потерей работы и требованиями родителей принять важные решения. Но именно этот кризис помогает ему понять, кто он есть на самом деле и куда хочет двигаться дальше.",1
1392,"Американское семейство отправляется из Чикаго в Европу, но в спешке сборов бестолковые родители забывают дома... одного из своих детей. Юное создание, однако, не теряется и демонстрирует чудеса изобретательности. И когда в дом залезают грабители, им приходится не раз пожалеть о встрече с милым крошкой.",0
1393,"В 2011 году во время рядового ремонта спутника на находившихся в открытом космосе астронавтов напал странный рой, вылетевший из лунного кратера. Один космонавт погиб, а второй — Брайан Харпер — несколько лет после происшествия пытался убедить НАСА, что в случившемся виноват необъяснимый феномен.",0
1394,"Ящерица Лео и черепаха Сквиртл живут в террариуме класса начальной школы. Они десятилетиями наблюдали взросление школьников, неплохо разбираются в детской психологии и даже умеют говорить, но скрывают это от людей. Однажды Лео слышит, что ящерицы его вида живут до 75 лет, а когда вычисляет, что ему уже 74, то в ужасе осознаёт, что жизнь прошла, а он так ничего толком и не видел. Как раз в это время замещающая учительница решает научить детей ответственности и поручает брать питомцев класса на выходные домой. Лео пытается воспользоваться этой возможностью и сбежать на волю, но в процессе пробалтывается и теперь вынужден раздавать пятиклассникам жизненные советы, чтобы они никому не рассказали о его тайне.",0
1395,"Этот фильм рассказывает историю молодого человека, чья жизнь переворачивается с ног на голову после встречи со странным незнакомцем, предлагающим ему необычный выбор между жизнью и смертью.",1
1396,"Фильм рассказывает историю двух друзей детства — Томаса и Майкла. Они выросли вместе, прошли через многое и стали близкими друзьями. Но однажды их пути расходятся из-за разных взглядов на жизнь. Том уезжает за границу, а Майкл остается дома. Спустя много лет они встречаются вновь и понимают, что несмотря на все различия между ними, они до сих пор остаются лучшими друзьями.",1
1397,"1960-е годы. Немая девушка Элайза работает уборщицей в научной лаборатории. В стенах секретного учреждения идёт работа по изучению отловленного человека-амфибии, и методы у сотрудников самые жестокие. Элайза влюбляется в пленённое существо и помогает ему сбежать.",0
1398,"В нашем фильме вы увидите уникальное сочетание жанров: боевик, комедия и драма. Здесь есть всё: драки, погони, юмор и глубокие размышления о жизни. Главным героем является молодой человек, который должен спасти свою семью из рук преступников. Его путь будет полон трудностей, но он никогда не сдастся. Погрузитесь в этот яркий и динамичный мир вместе с нами!",1
1399,"Еще вчера она была просто сексапильной блондинкой, а сегодня — самое опасное и смертоносное создание на планете со сверхъестественными способностями и интеллектом. То, что совсем недавно лучшие умы мира считали фантастической теорией, для нее стало реальностью. И теперь из добычи она превратится в охотницу.",0
1400,"Этот фильм рассказывает историю Джека, обычного парня из маленького городка, который пытается справиться с жизненными проблемами. Его девушка уходит от него, работа теряется, а родители настаивают на принятии серьезных решений. Однако, когда судьба дает ему второй шанс, Джек понимает, что все может измениться.",1
1401,,0
1402,"Джон Уик - на первый взгляд, самый обычный среднестатистический американец, который ведет спокойную мирную жизнь. Однако мало кто знает, что он был наёмным убийцей, причём одним из лучших профессионалов в своём деле.",0
1403,"Затерянный город — это история об экспедиции, которая отправилась на поиски затерянного города, скрытого где-то в джунглях Амазонки. Команда состоит из разных персонажей, каждый из которых имеет свою мотивацию и цель. По мере продвижения по пути, герои сталкиваются с различными трудностями и испытаниями, такими как смертельные ловушки, опасные животные и враждебное местное население. Но вместе им удается преодолеть все преграды и найти то, что они искали.",1
